Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - Actual1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Catalog Item List Verification/ITEM1 For 2 Row)),Firefox 52.0,,2018-07-02 20:48:23,2018-07-02 20:48:23,0.031s,PASSED
Statement - Actual2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Catalog Item List Verification/Item3 For 3 Row)),Firefox 52.0,,2018-07-02 20:48:23,2018-07-02 20:48:23,0.019s,PASSED
"Statement - Attribute1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Favorite Button For ITEM1), ""ng-reflect-icon"")",Firefox 52.0,,2018-07-02 20:48:23,2018-07-02 20:48:23,0.011s,PASSED
"Statement - Attribute2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Favorite Button For Item3), ""ng-reflect-icon"")",Firefox 52.0,,2018-07-02 20:48:23,2018-07-02 20:48:23,0.022s,PASSED
"Statement - If (Attribute1 == ""heart-fill"")",Firefox 52.0,,2018-07-02 20:48:23,2018-07-02 20:48:29,5.324s,PASSED
"Statement - If (Attribute2 == ""heart-fill"")",Firefox 52.0,,2018-07-02 20:48:29,2018-07-02 20:48:34,5.298s,PASSED
click,Firefox 52.0,,2018-07-02 20:48:34,2018-07-02 20:48:34,0.186s,PASSED
click,Firefox 52.0,,2018-07-02 20:48:34,2018-07-02 20:48:34,0.116s,PASSED
click,Firefox 52.0,,2018-07-02 20:48:34,2018-07-02 20:48:36,1.423s,PASSED
click,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:48:36,0.193s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:48:36,0.018s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:48:36,0.166s,PASSED
,,,,,,
Test Cases/DDS-2053/DDS-3903,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:48:36,0.075s,ERROR
callTestCase,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:48:36,0.000s,PASSED
,,,,,,
Test Cases/DDS-2053/DDS-3905,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:49:26,50.434s,FAILED
callTestCase,Firefox 52.0,,2018-07-02 20:48:36,2018-07-02 20:49:26,50.042s,PASSED
doubleClick,Firefox 52.0,,2018-07-02 20:49:26,2018-07-02 20:49:26,0.323s,FAILED
,,,,,,
Test Cases/DDS-2053/DDS-3906 User should be able to remove item(s) from the favourites section,Firefox 52.0,,2018-07-02 20:49:26,2018-07-02 20:51:19,1m - 52.218s,FAILED
callTestCase,Firefox 52.0,,2018-07-02 20:49:27,2018-07-02 20:50:14,47.773s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:50:14,2018-07-02 20:50:20,6.116s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:50:20,2018-07-02 20:50:20,0.020s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:50:20,2018-07-02 20:50:20,0.016s,PASSED
"Statement - Attribute1 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Favorite Button For ITEM1), ""ng-reflect-icon"")",Firefox 52.0,,2018-07-02 20:50:20,2018-07-02 20:50:20,0.017s,PASSED
"Statement - Attribute2 = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Favorite Button For Item3), ""ng-reflect-icon"")",Firefox 52.0,,2018-07-02 20:50:20,2018-07-02 20:50:20,0.014s,PASSED
"Statement - If (Attribute1 == ""heart-fill"")",Firefox 52.0,,2018-07-02 20:50:20,2018-07-02 20:50:26,5.361s,PASSED
"Statement - If (Attribute2 == ""heart-fill"")",Firefox 52.0,,2018-07-02 20:50:26,2018-07-02 20:50:31,5.366s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:31,2018-07-02 20:50:32,0.434s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:32,2018-07-02 20:50:33,0.991s,PASSED
delay,Firefox 52.0,,2018-07-02 20:50:33,2018-07-02 20:50:35,2.002s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:35,2018-07-02 20:50:35,0.263s,PASSED
delay,Firefox 52.0,,2018-07-02 20:50:35,2018-07-02 20:50:39,4.000s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:39,2018-07-02 20:50:39,0.113s,PASSED
delay,Firefox 52.0,,2018-07-02 20:50:39,2018-07-02 20:50:43,4.001s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:43,2018-07-02 20:50:43,0.113s,PASSED
delay,Firefox 52.0,,2018-07-02 20:50:43,2018-07-02 20:50:47,4.001s,PASSED
click,Firefox 52.0,,2018-07-02 20:50:47,2018-07-02 20:51:19,31.537s,FAILED
,,,,,,
Test Cases/DDS-264/DDS-4093 User should be able to enter the name of the item in the search box,Firefox 52.0,,2018-07-02 20:51:19,2018-07-02 20:52:13,54.149s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:51:19,2018-07-02 20:51:34,15.127s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:51:34,2018-07-02 20:52:06,32.453s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:52:06,2018-07-02 20:52:08,1.794s,PASSED
click,Firefox 52.0,,2018-07-02 20:52:08,2018-07-02 20:52:08,0.318s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-07-02 20:52:08,2018-07-02 20:52:13,4.207s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:52:13,2018-07-02 20:52:13,0.185s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4094 search by type section should be displayed on entering the name of the text,Firefox 52.0,,2018-07-02 20:52:13,2018-07-02 20:53:44,1m - 31.101s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:52:13,2018-07-02 20:53:05,51.659s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:53:05,2018-07-02 20:53:44,39.337s,PASSED
"Statement - Value = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Catalog Item List Verification/Laptop For 1 Row), STOP_ON_FAILURE)",Firefox 52.0,,2018-07-02 20:53:44,2018-07-02 20:53:44,0.021s,PASSED
verifyMatch,Firefox 52.0,,2018-07-02 20:53:44,2018-07-02 20:53:44,0.016s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4096  Cant find what u are looking for  Create request option  should be displayed below search type after typing item name in the search box,Firefox 52.0,,2018-07-02 20:53:44,2018-07-02 20:54:30,46.413s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:53:44,2018-07-02 20:54:01,16.556s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:54:01,2018-07-02 20:54:29,28.879s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:54:29,2018-07-02 20:54:30,0.399s,PASSED
click,Firefox 52.0,,2018-07-02 20:54:30,2018-07-02 20:54:30,0.290s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 20:54:30,2018-07-02 20:54:30,0.041s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:54:30,2018-07-02 20:54:30,0.175s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4097 On online store page, user should be able to search item with multilingual characters",Firefox 52.0,,2018-07-02 20:54:30,2018-07-02 20:55:24,53.578s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:54:30,2018-07-02 20:54:45,14.216s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:54:45,2018-07-02 20:55:19,34.223s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:55:19,2018-07-02 20:55:19,0.388s,PASSED
click,Firefox 52.0,,2018-07-02 20:55:19,2018-07-02 20:55:19,0.278s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-07-02 20:55:19,2018-07-02 20:55:24,4.236s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:55:24,2018-07-02 20:55:24,0.176s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4098 On online store page, user should be able to search item with xss character",Firefox 52.0,,2018-07-02 20:55:24,2018-07-02 20:55:24,0.065s,ERROR
callTestCase,Firefox 52.0,,2018-07-02 20:55:24,2018-07-02 20:55:24,0.000s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4099 On online store page user should be able to search item with special characters,Firefox 52.0,,2018-07-02 20:55:24,2018-07-02 20:56:20,56.000s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:55:24,2018-07-02 20:55:39,15.198s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:55:39,2018-07-02 20:56:15,35.589s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:56:15,2018-07-02 20:56:15,0.440s,PASSED
click,Firefox 52.0,,2018-07-02 20:56:15,2018-07-02 20:56:16,0.286s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-07-02 20:56:16,2018-07-02 20:56:20,4.201s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:56:20,2018-07-02 20:56:20,0.216s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4100 On online store page, user should be able to search item with numeric  characters",Firefox 52.0,,2018-07-02 20:56:20,2018-07-02 20:57:21,1m - 1.088s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:56:20,2018-07-02 20:56:35,14.792s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:56:35,2018-07-02 20:57:13,37.687s,PASSED
click,Firefox 52.0,,2018-07-02 20:57:13,2018-07-02 20:57:13,0.297s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:57:13,2018-07-02 20:57:21,8.044s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 20:57:21,2018-07-02 20:57:21,0.025s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:57:21,2018-07-02 20:57:21,0.169s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4101 Item search should perform text-based search in various catalog field such as item name and show all those items on search result page,Firefox 52.0,,2018-07-02 20:57:21,2018-07-02 20:58:44,1m - 22.474s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:57:21,2018-07-02 20:57:37,16.286s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:57:37,2018-07-02 20:58:11,33.483s,PASSED
click,Firefox 52.0,,2018-07-02 20:58:11,2018-07-02 20:58:11,0.331s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 20:58:11,2018-07-02 20:58:43,32.109s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 20:58:43,2018-07-02 20:58:43,0.031s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:58:43,2018-07-02 20:58:44,0.167s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4102,Firefox 52.0,,2018-07-02 20:58:44,2018-07-02 20:58:44,0.063s,ERROR
callTestCase,Firefox 52.0,,2018-07-02 20:58:44,2018-07-02 20:58:44,0.000s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4103 Item search should perform text-based  search in various catalog field such as  mfr name and show all those items on search result page,Firefox 52.0,,2018-07-02 20:58:44,2018-07-02 20:59:58,1m - 14.531s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:58:44,2018-07-02 20:58:59,14.873s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 20:58:59,2018-07-02 20:59:34,35.744s,PASSED
click,Firefox 52.0,,2018-07-02 20:59:34,2018-07-02 20:59:35,0.323s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-02 20:59:35,2018-07-02 20:59:55,20.791s,PASSED
delay,Firefox 52.0,,2018-07-02 20:59:55,2018-07-02 20:59:57,2.000s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 20:59:57,2018-07-02 20:59:58,0.552s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 20:59:58,2018-07-02 20:59:58,0.184s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4104 Item search should perform text-based search in various catalog field such as supplier name and show all those items on search result page,Firefox 52.0,,2018-07-02 20:59:58,2018-07-02 21:01:34,1m - 35.927s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 20:59:58,2018-07-02 21:00:13,14.820s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:00:13,2018-07-02 21:00:52,39.195s,PASSED
click,Firefox 52.0,,2018-07-02 21:00:52,2018-07-02 21:00:52,0.265s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:00:52,2018-07-02 21:01:33,40.847s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:01:33,2018-07-02 21:01:33,0.051s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:01:33,2018-07-02 21:01:34,0.517s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:01:34,2018-07-02 21:01:34,0.177s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4105 Item search should perform text-based search in various catalog field such as mfr part ID and show all those items on search result page,Firefox 52.0,,2018-07-02 21:01:34,2018-07-02 21:02:38,1m - 4.072s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:01:34,2018-07-02 21:01:49,15.057s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:01:49,2018-07-02 21:02:24,34.420s,PASSED
click,Firefox 52.0,,2018-07-02 21:02:24,2018-07-02 21:02:24,0.363s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:02:24,2018-07-02 21:02:35,10.904s,PASSED
scrollToElement,Firefox 52.0,,2018-07-02 21:02:35,2018-07-02 21:02:35,0.058s,PASSED
click,Firefox 52.0,,2018-07-02 21:02:35,2018-07-02 21:02:35,0.213s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:02:35,2018-07-02 21:02:36,0.564s,PASSED
delay,Firefox 52.0,,2018-07-02 21:02:36,2018-07-02 21:02:38,2.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:02:38,2018-07-02 21:02:38,0.247s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:02:38,2018-07-02 21:02:38,0.189s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4106 Item search should perform text-based search in various catalog field such as item desc and show all those items on search result page,Firefox 52.0,,2018-07-02 21:02:38,2018-07-02 21:03:38,59.528s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:02:38,2018-07-02 21:02:55,17.081s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:02:55,2018-07-02 21:03:26,30.502s,PASSED
click,Firefox 52.0,,2018-07-02 21:03:26,2018-07-02 21:03:26,0.359s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:03:26,2018-07-02 21:03:37,10.813s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:03:37,2018-07-02 21:03:37,0.032s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:03:37,2018-07-02 21:03:37,0.518s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:03:37,2018-07-02 21:03:38,0.168s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4107 Item search should perform text-based search in various catalog field such as  ERP ID and show all those items on search result page,Firefox 52.0,,2018-07-02 21:03:38,2018-07-02 21:04:46,1m - 8.591s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:03:38,2018-07-02 21:03:54,16.699s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:03:54,2018-07-02 21:04:28,34.072s,PASSED
click,Firefox 52.0,,2018-07-02 21:04:28,2018-07-02 21:04:29,0.325s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:04:29,2018-07-02 21:04:43,14.156s,PASSED
click,Firefox 52.0,,2018-07-02 21:04:43,2018-07-02 21:04:43,0.204s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:04:43,2018-07-02 21:04:44,0.565s,PASSED
delay,Firefox 52.0,,2018-07-02 21:04:44,2018-07-02 21:04:46,2.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:04:46,0.325s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:04:46,0.189s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4108,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:04:46,0.065s,ERROR
callTestCase,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:04:46,0.000s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4109 User should be able to view the search results in order of relevance mentioned,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:06:28,1m - 41.343s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:04:46,2018-07-02 21:05:44,57.375s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-02 21:05:44,2018-07-02 21:06:27,43.249s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:06:27,2018-07-02 21:06:27,0.472s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:06:27,2018-07-02 21:06:28,0.190s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4110 System should display the number of results found, along with the search text",Firefox 52.0,,2018-07-02 21:06:28,2018-07-02 21:07:43,1m - 15.446s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:06:28,2018-07-02 21:07:20,52.083s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:07:20,2018-07-02 21:07:33,12.807s,PASSED
delay,Firefox 52.0,,2018-07-02 21:07:33,2018-07-02 21:07:43,10.002s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:07:43,2018-07-02 21:07:43,0.501s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4111 On search result page Verbiage in the title should be , Showing 1 of 1 results of item",Firefox 52.0,,2018-07-02 21:07:43,2018-07-02 21:08:57,1m - 14.329s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:07:43,2018-07-02 21:08:33,49.380s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-02 21:08:33,2018-07-02 21:08:57,24.160s,PASSED
scrollToElement,Firefox 52.0,,2018-07-02 21:08:57,2018-07-02 21:08:57,0.022s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:08:57,2018-07-02 21:08:57,0.523s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:08:57,2018-07-02 21:08:57,0.189s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4112 User should be able to view product details by clicking on the item description,Firefox 52.0,,2018-07-02 21:08:57,2018-07-02 21:10:19,1m - 21.903s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:08:57,2018-07-02 21:09:47,49.383s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:09:47,2018-07-02 21:10:17,29.820s,PASSED
click,Firefox 52.0,,2018-07-02 21:10:17,2018-07-02 21:10:17,0.199s,PASSED
delay,Firefox 52.0,,2018-07-02 21:10:17,2018-07-02 21:10:19,2.002s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-02 21:10:19,2018-07-02 21:10:19,0.272s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:10:19,2018-07-02 21:10:19,0.172s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4119 Out of Stock should be displayed within search results with a Out of Stock label in red in front of the lead time,Firefox 52.0,,2018-07-02 21:10:19,2018-07-02 21:11:37,1m - 17.716s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:10:19,2018-07-02 21:10:36,16.790s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:10:36,2018-07-02 21:11:10,33.661s,PASSED
click,Firefox 52.0,,2018-07-02 21:11:10,2018-07-02 21:11:10,0.349s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:11:10,2018-07-02 21:11:37,26.658s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:11:37,0.023s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:11:37,0.169s,PASSED
,,,,,,
Test Cases/DDS-266/DDS-4206,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:11:37,0.072s,ERROR
callTestCase,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:11:37,0.000s,PASSED
,,,,,,
Test Cases/DDS-272/DDS - 3964 QTY or Amt field should n ot accept minimum -1 value,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:12:44,1m - 7.009s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:11:37,2018-07-02 21:12:29,51.918s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:12:29,2018-07-02 21:12:40,11.314s,PASSED
click,Firefox 52.0,,2018-07-02 21:12:40,2018-07-02 21:12:41,0.106s,PASSED
click,Firefox 52.0,,2018-07-02 21:12:41,2018-07-02 21:12:41,0.078s,PASSED
click,Firefox 52.0,,2018-07-02 21:12:41,2018-07-02 21:12:41,0.148s,PASSED
delay,Firefox 52.0,,2018-07-02 21:12:41,2018-07-02 21:12:44,3.000s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:44,0.091s,PASSED
click,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:44,0.080s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:44,0.000s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:44,0.031s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:44,0.164s,PASSED
,,,,,,
Test Cases/DDS-272/DDS 3939 login to a different window with same credentials and add the item verify whether in other window count in the cart increases dynamically,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:14:43,1m - 59.151s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:12:44,2018-07-02 21:12:59,15.220s,PASSED
click,Firefox 52.0,,2018-07-02 21:12:59,2018-07-02 21:13:45,45.947s,PASSED
delay,Firefox 52.0,,2018-07-02 21:13:45,2018-07-02 21:13:48,3.001s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-02 21:13:48,2018-07-02 21:13:48,0.045s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-02 21:13:48,2018-07-02 21:14:43,54.845s,PASSED
,,,,,,
Test Cases/DDS-272/DDS 3940 Cart page header should display the count of the items in it,Firefox 52.0,,2018-07-02 21:14:43,2018-07-02 21:16:02,1m - 19.108s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:14:43,2018-07-02 21:14:59,15.801s,PASSED
click,Firefox 52.0,,2018-07-02 21:14:59,2018-07-02 21:15:34,34.768s,PASSED
delay,Firefox 52.0,,2018-07-02 21:15:34,2018-07-02 21:15:37,3.001s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-02 21:15:37,2018-07-02 21:15:37,0.030s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-02 21:15:37,2018-07-02 21:16:02,25.428s,PASSED
,,,,,,
Test Cases/DDS-272/DDS 3943 Following column should be present in the cart page,Firefox 52.0,,2018-07-02 21:16:02,2018-07-02 21:17:13,1m - 10.676s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:16:02,2018-07-02 21:16:54,51.364s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:16:54,2018-07-02 21:17:12,18.476s,PASSED
click,Firefox 52.0,,2018-07-02 21:17:12,2018-07-02 21:17:12,0.108s,PASSED
click,Firefox 52.0,,2018-07-02 21:17:12,2018-07-02 21:17:12,0.083s,PASSED
click,Firefox 52.0,,2018-07-02 21:17:12,2018-07-02 21:17:13,0.152s,PASSED
waitForPageLoad,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.128s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.016s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.025s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.042s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.020s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.020s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.017s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.006s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:13,0.166s,PASSED
,,,,,,
Test Cases/DDS-272/DDS- 3959 QTY or Amt field should not accept special characters,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:18:06,52.964s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:17:13,2018-07-02 21:17:57,43.745s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:17:57,2018-07-02 21:18:05,7.821s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:05,2018-07-02 21:18:05,0.095s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:05,2018-07-02 21:18:05,0.092s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:05,2018-07-02 21:18:05,0.177s,PASSED
sendKeys,Firefox 52.0,,2018-07-02 21:18:05,2018-07-02 21:18:06,0.681s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:06,0.073s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:06,0.010s,PASSED
verifyElementText,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:06,0.013s,PASSED
closeBrowser,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:06,0.197s,PASSED
,,,,,,
Test Cases/DDS-272/DDS- 3967 When 0 is entered in QTYor Amt field and navigated away field should be blanked and Popup should be displayed,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:59,52.662s,PASSED
callTestCase,Firefox 52.0,,2018-07-02 21:18:06,2018-07-02 21:18:51,44.650s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-02 21:18:51,2018-07-02 21:18:58,6.733s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:58,2018-07-02 21:18:58,0.096s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:58,2018-07-02 21:18:58,0.084s,PASSED
click,Firefox 52.0,,2018-07-02 21:18:58,2018-07-02 21:18:58,0.177s,PASSED
