Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
sendKeys,Firefox 52.0,,2018-07-05 21:16:53,2018-07-05 21:17:33,39.449s,PASSED
click,Firefox 52.0,,2018-07-05 21:17:33,2018-07-05 21:17:33,0.291s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:17:33,2018-07-05 21:17:40,6.939s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:17:40,2018-07-05 21:17:40,0.023s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:17:40,2018-07-05 21:17:40,0.179s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4103 Item search should perform text-based  search in various catalog field such as  mfr name and show all those items on search result page,Firefox 52.0,,2018-07-05 21:17:40,2018-07-05 21:19:11,1m - 31.087s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:17:40,2018-07-05 21:17:59,18.516s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:17:59,2018-07-05 21:18:37,38.452s,PASSED
click,Firefox 52.0,,2018-07-05 21:18:37,2018-07-05 21:18:37,0.334s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-05 21:18:37,2018-07-05 21:19:08,30.921s,PASSED
delay,Firefox 52.0,,2018-07-05 21:19:08,2018-07-05 21:19:10,2.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:19:10,2018-07-05 21:19:11,0.623s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:19:11,2018-07-05 21:19:11,0.177s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4104 Item search should perform text-based search in various catalog field such as supplier name and show all those items on search result page,Firefox 52.0,,2018-07-05 21:19:11,2018-07-05 21:20:15,1m - 3.602s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:19:11,2018-07-05 21:19:33,21.503s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:19:33,2018-07-05 21:20:02,28.749s,PASSED
click,Firefox 52.0,,2018-07-05 21:20:02,2018-07-05 21:20:02,0.251s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:20:02,2018-07-05 21:20:14,12.225s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:20:14,2018-07-05 21:20:14,0.038s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:20:14,2018-07-05 21:20:15,0.540s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:20:15,2018-07-05 21:20:15,0.226s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4105 Item search should perform text-based search in various catalog field such as mfr part ID and show all those items on search result page,Firefox 52.0,,2018-07-05 21:20:15,2018-07-05 21:21:25,1m - 9.822s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:20:15,2018-07-05 21:20:32,17.588s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:20:32,2018-07-05 21:21:09,36.847s,PASSED
click,Firefox 52.0,,2018-07-05 21:21:09,2018-07-05 21:21:10,0.338s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:21:10,2018-07-05 21:21:21,11.349s,PASSED
scrollToElement,Firefox 52.0,,2018-07-05 21:21:21,2018-07-05 21:21:21,0.029s,PASSED
click,Firefox 52.0,,2018-07-05 21:21:21,2018-07-05 21:21:21,0.223s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:21:21,2018-07-05 21:21:22,0.983s,PASSED
delay,Firefox 52.0,,2018-07-05 21:21:22,2018-07-05 21:21:24,2.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:21:24,2018-07-05 21:21:24,0.235s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:21:24,2018-07-05 21:21:25,0.175s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4106 Item search should perform text-based search in various catalog field such as item desc and show all those items on search result page,Firefox 52.0,,2018-07-05 21:21:25,2018-07-05 21:22:28,1m - 3.448s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:21:25,2018-07-05 21:21:41,16.700s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:21:41,2018-07-05 21:22:14,32.168s,PASSED
click,Firefox 52.0,,2018-07-05 21:22:14,2018-07-05 21:22:14,0.331s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:22:14,2018-07-05 21:22:27,13.431s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:22:27,2018-07-05 21:22:27,0.041s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:22:27,2018-07-05 21:22:28,0.550s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:22:28,2018-07-05 21:22:28,0.173s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4107 Item search should perform text-based search in various catalog field such as  ERP ID and show all those items on search result page,Firefox 52.0,,2018-07-05 21:22:28,2018-07-05 21:23:35,1m - 6.833s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:22:28,2018-07-05 21:22:46,17.890s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:22:46,2018-07-05 21:23:20,33.568s,PASSED
click,Firefox 52.0,,2018-07-05 21:23:20,2018-07-05 21:23:20,0.329s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:23:20,2018-07-05 21:23:32,11.720s,PASSED
click,Firefox 52.0,,2018-07-05 21:23:32,2018-07-05 21:23:32,0.214s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:23:32,2018-07-05 21:23:32,0.565s,PASSED
delay,Firefox 52.0,,2018-07-05 21:23:32,2018-07-05 21:23:34,2.000s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:23:34,2018-07-05 21:23:35,0.322s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:23:35,2018-07-05 21:23:35,0.173s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4109 User should be able to view the search results in order of relevance mentioned,Firefox 52.0,,2018-07-05 21:23:35,2018-07-05 21:24:39,1m - 4.398s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:23:35,2018-07-05 21:24:29,54.447s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-05 21:24:29,2018-07-05 21:24:39,9.136s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:24:39,2018-07-05 21:24:39,0.536s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:24:39,2018-07-05 21:24:39,0.227s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4110 System should display the number of results found, along with the search text",Firefox 52.0,,2018-07-05 21:24:39,2018-07-05 21:25:49,1m - 9.520s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:24:39,2018-07-05 21:25:30,50.459s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:25:30,2018-07-05 21:25:38,8.443s,PASSED
delay,Firefox 52.0,,2018-07-05 21:25:38,2018-07-05 21:25:48,10.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:25:48,2018-07-05 21:25:49,0.548s,PASSED
,,,,,,
"Test Cases/DDS-264/DDS-4111 On search result page Verbiage in the title should be , Showing 1 of 1 results of item",Firefox 52.0,,2018-07-05 21:25:49,2018-07-05 21:26:44,54.922s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:25:49,2018-07-05 21:26:35,46.161s,PASSED
waitForElementVisible,Firefox 52.0,,2018-07-05 21:26:35,2018-07-05 21:26:43,8.002s,PASSED
scrollToElement,Firefox 52.0,,2018-07-05 21:26:43,2018-07-05 21:26:43,0.032s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:26:43,2018-07-05 21:26:44,0.508s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:26:44,2018-07-05 21:26:44,0.170s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4112 User should be able to view product details by clicking on the item description,Firefox 52.0,,2018-07-05 21:26:44,2018-07-05 21:27:42,57.846s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:26:44,2018-07-05 21:27:31,47.092s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:27:31,2018-07-05 21:27:39,8.037s,PASSED
click,Firefox 52.0,,2018-07-05 21:27:39,2018-07-05 21:27:39,0.195s,PASSED
delay,Firefox 52.0,,2018-07-05 21:27:39,2018-07-05 21:27:41,2.001s,PASSED
takeScreenshot,Firefox 52.0,,2018-07-05 21:27:41,2018-07-05 21:27:41,0.288s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:27:41,2018-07-05 21:27:42,0.172s,PASSED
,,,,,,
Test Cases/DDS-264/DDS-4119 Out of Stock should be displayed within search results with a Out of Stock label in red in front of the lead time,Firefox 52.0,,2018-07-05 21:27:42,2018-07-05 21:28:38,56.669s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:27:42,2018-07-05 21:27:56,14.527s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:27:56,2018-07-05 21:28:31,34.614s,PASSED
click,Firefox 52.0,,2018-07-05 21:28:31,2018-07-05 21:28:31,0.327s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:28:31,2018-07-05 21:28:38,6.932s,PASSED
verifyElementAttributeValue,Firefox 52.0,,2018-07-05 21:28:38,2018-07-05 21:28:38,0.028s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:28:38,2018-07-05 21:28:38,0.172s,PASSED
,,,,,,
Test Cases/DDS-272/DDS - 3964 QTY or Amt field should n ot accept minimum -1 value,Firefox 52.0,,2018-07-05 21:28:38,2018-07-05 21:29:43,1m - 4.803s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:28:38,2018-07-05 21:29:31,53.047s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:29:31,2018-07-05 21:29:39,7.947s,PASSED
click,Firefox 52.0,,2018-07-05 21:29:39,2018-07-05 21:29:39,0.102s,PASSED
click,Firefox 52.0,,2018-07-05 21:29:39,2018-07-05 21:29:40,0.077s,PASSED
click,Firefox 52.0,,2018-07-05 21:29:40,2018-07-05 21:29:40,0.158s,PASSED
delay,Firefox 52.0,,2018-07-05 21:29:40,2018-07-05 21:29:43,3.000s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:29:43,0.105s,PASSED
click,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:29:43,0.075s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:29:43,0.004s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:29:43,0.039s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:29:43,0.172s,PASSED
,,,,,,
Test Cases/DDS-272/DDS 3939 login to a different window with same credentials and add the item verify whether in other window count in the cart increases dynamically,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:33:17,3m - 33.636s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:29:43,2018-07-05 21:30:00,16.727s,PASSED
click,Firefox 52.0,,2018-07-05 21:30:00,2018-07-05 21:30:34,34.477s,PASSED
delay,Firefox 52.0,,2018-07-05 21:30:34,2018-07-05 21:30:37,3.001s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:30:37,2018-07-05 21:30:37,0.051s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:30:37,2018-07-05 21:30:37,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:30:37,2018-07-05 21:33:17,2m - 39.302s,FAILED
,,,,,,
Test Cases/DDS-272/DDS 3940 Cart page header should display the count of the items in it,Firefox 52.0,,2018-07-05 21:33:17,2018-07-05 21:36:17,3m - 0.084s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:33:17,2018-07-05 21:33:33,16.655s,PASSED
click,Firefox 52.0,,2018-07-05 21:33:33,2018-07-05 21:34:13,39.626s,PASSED
delay,Firefox 52.0,,2018-07-05 21:34:13,2018-07-05 21:34:16,3.001s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:34:16,2018-07-05 21:34:16,0.048s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:34:16,2018-07-05 21:34:16,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:34:16,2018-07-05 21:36:17,2m - 0.676s,FAILED
,,,,,,
Test Cases/DDS-272/DDS 3943 Following column should be present in the cart page,Firefox 52.0,,2018-07-05 21:36:17,2018-07-05 21:38:43,2m - 26.275s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:36:17,2018-07-05 21:38:35,2m - 17.903s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:38:35,2018-07-05 21:38:42,7.297s,PASSED
click,Firefox 52.0,,2018-07-05 21:38:42,2018-07-05 21:38:42,0.104s,PASSED
click,Firefox 52.0,,2018-07-05 21:38:42,2018-07-05 21:38:42,0.085s,PASSED
click,Firefox 52.0,,2018-07-05 21:38:42,2018-07-05 21:38:42,0.200s,PASSED
waitForPageLoad,Firefox 52.0,,2018-07-05 21:38:42,2018-07-05 21:38:43,0.311s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.021s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.021s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.036s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.018s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.010s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.023s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.016s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:38:43,0.177s,PASSED
,,,,,,
Test Cases/DDS-272/DDS- 3959 QTY or Amt field should not accept special characters,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:39:42,59.368s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:38:43,2018-07-05 21:39:34,50.946s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:39:34,2018-07-05 21:39:41,7.357s,PASSED
click,Firefox 52.0,,2018-07-05 21:39:41,2018-07-05 21:39:42,0.102s,PASSED
click,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.084s,PASSED
click,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.161s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.379s,PASSED
click,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.071s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.008s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.023s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:39:42,0.168s,PASSED
,,,,,,
Test Cases/DDS-272/DDS- 3967 When 0 is entered in QTYor Amt field and navigated away field should be blanked and Popup should be displayed,Firefox 52.0,,2018-07-05 21:39:42,2018-07-05 21:40:49,1m - 6.159s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:39:43,2018-07-05 21:40:39,56.940s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:40:39,2018-07-05 21:40:47,8.015s,PASSED
click,Firefox 52.0,,2018-07-05 21:40:47,2018-07-05 21:40:48,0.113s,PASSED
click,Firefox 52.0,,2018-07-05 21:40:48,2018-07-05 21:40:48,0.076s,PASSED
click,Firefox 52.0,,2018-07-05 21:40:48,2018-07-05 21:40:48,0.168s,PASSED
sendKeys,Firefox 52.0,,2018-07-05 21:40:48,2018-07-05 21:40:49,0.777s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3933 Cart icon should be clickable,Firefox 52.0,,2018-07-05 21:40:49,2018-07-05 21:41:41,52.709s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:40:49,2018-07-05 21:41:06,17.624s,PASSED
verifyElementClickable,Firefox 52.0,,2018-07-05 21:41:06,2018-07-05 21:41:41,35.015s,PASSED
,,,,,,
Test Cases/DDS-272/DDS-3935 On clicking on cart icon cart page should be displayed,Firefox 52.0,,2018-07-05 21:41:41,2018-07-05 21:42:48,1m - 7.002s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:41:41,2018-07-05 21:42:39,57.234s,PASSED
waitForElementClickable,Firefox 52.0,,2018-07-05 21:42:39,2018-07-05 21:42:45,6.118s,PASSED
click,Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:45,0.104s,PASSED
click,Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:45,0.081s,PASSED
click,Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:45,0.159s,PASSED
Statement - url = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getUrl(),Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:45,0.017s,PASSED
verifyMatch,Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:45,0.000s,PASSED
delay,Firefox 52.0,,2018-07-05 21:42:45,2018-07-05 21:42:48,3.001s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:42:48,2018-07-05 21:42:48,0.232s,PASSED
,,,,,,
Test Cases/DDS-272/DDS-3937 Count of items should be displayed on cart icon,Firefox 52.0,,2018-07-05 21:42:48,2018-07-05 21:45:35,2m - 46.385s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:42:48,2018-07-05 21:43:04,15.850s,PASSED
click,Firefox 52.0,,2018-07-05 21:43:04,2018-07-05 21:43:35,30.842s,PASSED
delay,Firefox 52.0,,2018-07-05 21:43:35,2018-07-05 21:43:38,3.002s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:43:38,2018-07-05 21:43:38,0.045s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:43:38,2018-07-05 21:43:38,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:43:38,2018-07-05 21:45:35,1m - 56.568s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3938 Add a cart item and verify whether count in the cart icon is increased dynamically,Firefox 52.0,,2018-07-05 21:45:35,2018-07-05 21:48:30,2m - 55.502s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:45:35,2018-07-05 21:45:50,15.634s,PASSED
click,Firefox 52.0,,2018-07-05 21:45:50,2018-07-05 21:46:26,36.015s,PASSED
delay,Firefox 52.0,,2018-07-05 21:46:26,2018-07-05 21:46:29,3.001s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:46:29,2018-07-05 21:46:30,0.057s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:46:30,2018-07-05 21:46:30,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:46:30,2018-07-05 21:48:30,2m - 0.698s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3941 Count in cart page should be updated dynamically,Firefox 52.0,,2018-07-05 21:48:30,2018-07-05 21:51:26,2m - 55.763s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:48:30,2018-07-05 21:48:45,14.956s,PASSED
click,Firefox 52.0,,2018-07-05 21:48:45,2018-07-05 21:49:22,37.111s,PASSED
delay,Firefox 52.0,,2018-07-05 21:49:22,2018-07-05 21:49:25,3.000s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:49:25,2018-07-05 21:49:25,0.066s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:49:25,2018-07-05 21:49:25,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:49:25,2018-07-05 21:51:26,2m - 0.570s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3942 Count in the cart page should be prefixed with 0 if the count is in sigle digit,Firefox 52.0,,2018-07-05 21:51:26,2018-07-05 21:52:27,1m - 1.368s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:51:26,2018-07-05 21:51:42,15.600s,PASSED
click,Firefox 52.0,,2018-07-05 21:51:42,2018-07-05 21:52:12,30.702s,PASSED
delay,Firefox 52.0,,2018-07-05 21:52:12,2018-07-05 21:52:15,3.002s,PASSED
"Statement - b = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getAttribute(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Empty Cart Button), ""ng-reflect-is-disabled"")",Firefox 52.0,,2018-07-05 21:52:15,2018-07-05 21:52:15,0.055s,PASSED
"Statement - If (b == ""false"")",Firefox 52.0,,2018-07-05 21:52:15,2018-07-05 21:52:15,0.000s,PASSED
Statement - Else,Firefox 52.0,,2018-07-05 21:52:15,2018-07-05 21:52:27,11.945s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3945 Item Name should be a hyperlink,Firefox 52.0,,2018-07-05 21:52:27,2018-07-05 21:53:30,1m - 2.904s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:52:27,2018-07-05 21:53:22,54.847s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:53:22,2018-07-05 21:53:29,6.753s,PASSED
click,Firefox 52.0,,2018-07-05 21:53:29,2018-07-05 21:53:29,0.108s,PASSED
click,Firefox 52.0,,2018-07-05 21:53:29,2018-07-05 21:53:29,0.075s,PASSED
click,Firefox 52.0,,2018-07-05 21:53:29,2018-07-05 21:53:29,0.166s,PASSED
click,Firefox 52.0,,2018-07-05 21:53:29,2018-07-05 21:53:30,0.652s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:53:30,2018-07-05 21:53:30,0.029s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:53:30,2018-07-05 21:53:30,0.018s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:53:30,2018-07-05 21:53:30,0.178s,PASSED
,,,,,,
Test Cases/DDS-272/DDS-3946 Pop-up should be displayed on clicking on the item name,Firefox 52.0,,2018-07-05 21:53:30,2018-07-05 21:54:30,1m - 0.134s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:53:30,2018-07-05 21:54:22,51.765s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:54:22,2018-07-05 21:54:29,7.150s,PASSED
click,Firefox 52.0,,2018-07-05 21:54:29,2018-07-05 21:54:29,0.099s,PASSED
click,Firefox 52.0,,2018-07-05 21:54:29,2018-07-05 21:54:29,0.077s,PASSED
click,Firefox 52.0,,2018-07-05 21:54:29,2018-07-05 21:54:30,0.153s,PASSED
click,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:54:30,0.620s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:54:30,0.009s,PASSED
verifyElementText,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:54:30,0.015s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:54:30,0.178s,PASSED
,,,,,,
Test Cases/DDS-272/DDS-3948 Item number for catalog items should have its Part number displayed in it,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:57:18,2m - 47.591s,FAILED
callTestCase,Firefox 52.0,,2018-07-05 21:54:30,2018-07-05 21:55:27,56.720s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:55:27,2018-07-05 21:55:33,5.458s,PASSED
click,Firefox 52.0,,2018-07-05 21:55:33,2018-07-05 21:55:33,0.106s,PASSED
Statement - PartNo = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Part No For Item1)),Firefox 52.0,,2018-07-05 21:55:33,2018-07-05 21:55:33,0.032s,PASSED
click,Firefox 52.0,,2018-07-05 21:55:33,2018-07-05 21:55:33,0.078s,PASSED
click,Firefox 52.0,,2018-07-05 21:55:33,2018-07-05 21:55:33,0.154s,PASSED
Statement - ItemNo = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Item No details for Item 1)),Firefox 52.0,,2018-07-05 21:55:33,2018-07-05 21:57:18,1m - 44.976s,FAILED
,,,,,,
Test Cases/DDS-272/DDS-3950 Supplier Name should be prepopulated for catalog items and field should not be editable,Firefox 52.0,Supplier Name should be prepopulated for catalog items and field should not be editable.,2018-07-05 21:57:18,2018-07-05 21:58:19,1m - 0.526s,PASSED
callTestCase,Firefox 52.0,,2018-07-05 21:57:18,2018-07-05 21:58:11,52.679s,PASSED
waitForElementPresent,Firefox 52.0,,2018-07-05 21:58:11,2018-07-05 21:58:17,6.658s,PASSED
Statement - ActualSupplierName = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(SearchResultPage/SearchItemTab/CatalogItems/Supplier Name for ITEM1)),Firefox 52.0,,2018-07-05 21:58:17,2018-07-05 21:58:17,0.025s,PASSED
"Statement - arr1 = ActualSupplierName.split("" "")",Firefox 52.0,,2018-07-05 21:58:17,2018-07-05 21:58:17,0.007s,PASSED
"Statement - actual = arr1[1] + "" "" + arr1[2] + "" "" + arr1[3] + "" "" + arr1[4]",Firefox 52.0,,2018-07-05 21:58:17,2018-07-05 21:58:17,0.000s,PASSED
click,Firefox 52.0,,2018-07-05 21:58:17,2018-07-05 21:58:18,0.093s,PASSED
click,Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:18,0.081s,PASSED
click,Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:18,0.174s,PASSED
"Statement - ExpectedSupplierName = com.kms.katalon.core.webui.keyword.WebUiBuiltInKeywords.getText(com.kms.katalon.core.testobject.ObjectRepository.findTestObject(Cart Page/Supplier name For ITEM1), STOP_ON_FAILURE)",Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:18,0.538s,PASSED
verifyMatch,Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:18,0.000s,PASSED
verifyElementNotHasAttribute,Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:18,0.026s,PASSED
closeBrowser,Firefox 52.0,,2018-07-05 21:58:18,2018-07-05 21:58:19,0.169s,PASSED
,,,,,,
Test Cases/DDS-272/DDS-3951 Value in currency and unit price field should be autopopulated,Firefox 52.0,,2018-07-05 21:58:19,2018-07-05 21:59:29,1m - 10.112s,FAILED
